Part number,Value,Comment,Mfr,Library Path,Library Ref,Footprint Path,Footprint Ref 1
PLD2-50,,Double row 2mm spacing,Connfly,connector_50pin.SchLib,50 pin connector,PLD2-50.PcbLib,PLD2-50
