Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Type,Switching voltage,Switching  current,Carry current,Resistance,Capacity,Operate time ,Shock,Vibration,Tmin,Tmax,Description,ComponentLink1Description,ComponentLink1URL,gost BOM,Component Note,Note
MK24-A-3,STANDEX-MEDER," ",reed_switch_SPST.SchLib,Reed_switch_SPST,PCB - REED - MK24-A-3.PCBLIB,MK24-A-3,"SMD 5x2,2",SPST,"30V","0,1A","0,3A","0,25Ohm","0,1pF","0,25ms",15g,10g," -40",115,"Reed switch SPST 1W 30V 0,3A",Datasheet,https://static.chipdip.ru/lib/903/DOC050903351.pdf,MK24-A-3 STANDEX-MEDER,"5x2,2mm",
