Part number,Library Path,Library Ref,Footprint Path,Footprint Ref,Description,Component Note,Note
LIS2DW12,LIS2DW12.SchLib,LIS2DW12,PCB - LEADLESS - LGA - ST 12-pin.PcbLib,LGA-12,"MEMS digital output motion sensor: high-performance ultra-low-power 3-axis ""femto"" accelerometer",Datasheet,https://static.chipdip.ru/lib/986/DOC031986554.pdf
