Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Position number,Nominal resistance,Tolerance,Supplay voltage,Data rate,Tmin,Tmax,Description,ComponentLink1Description,ComponentLink1URL,gost BOM,Component Note,Note
AD5292BRUZ-x,Analog," ",AD5292BRUZ.SchLib,AD5292BRUZ,PCB - LEADED - SOP - ANALOG TSSOP-14 RU-14.PCBLIB,ANALOG TSSOP-14 RU-14,TSSOP-14 (RU-14),1024,"20k, 50k, 100k",±1%,±9...±16.5V / 9...33V, 1 MSPS," -40",105,"1024-Position, Digital Potentiometers with Maximum ±1% R-Tolerance Error and 20-TP Memory",Datasheet,https://static.chipdip.ru/lib/183/DOC030183236.pdf,AD5292BRUZ-x Analog Devices,TSSOP-14,
