Part number,Value,Comment,Mfr,Library Path,Library Ref,Footprint Path,Footprint Ref 1
IDC-16 (DS1013-16S),,IDC-16 male PCB mount,Connfly,connector_16pin.SchLib,16 pin connector,IDC-16MS (DS1013-16S).PcbLib,IDC-16 (DS1013-16S)
