Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Gain,FREQ,Noise,Channels,Common-mode range,Voltage,Tmin,Tmax,Description,ComponentLink1Description,ComponentLink1URL,gost BOM,Component Note,Note
INA240A1PW,Texas Instruments,"INA240A1PWR",INA240A1PW.SchLib,INA240A1PW,PCB - LEADED - SOP - TI TSSOP-8 PW.PCBLIB,TI TSSOP-8 PW,TSSOP-8,20V/V,2 MHz,7 nv/sqrt(Hz),1,"-4V-80V",2.7-5.5V," -40",125,"–4-V to 80-V, Bidirectional, Ultra-Precise Current Sense Amplifier With Enhanced PWM Rejection",Datasheet,https://static.chipdip.ru/lib/977/DOC031977903.pdf,INA240PW Texas Instruments,TSSOP-8,
,,,,,,,,,,,,,,,,,,,,,
