Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Supply Voltage,Output current max,Tmin,Tmax,Description,ComponentLink1Description,ComponentLink1URL,gost BOM,Component Note,Note
SN74LVC1T45DBV,Texas Instruments,,SN74LVC1T45DBV.SchLib,SN74LVC1T45DBV,PCB - LEADED - SOT-23 - TI SOT-23-6 DBV.PCBLIB,TI SOT-23-6 DBV,SOT-23-6,1.65V-5.5V,"±24mA @3,3V",-40,+85,SINGLE-BIT DUAL-SUPPLY BUS TRANSCEIVER WITH CONFIGURABLE VOLTAGE TRANSLATION AND 3-STATE OUTPUTS,Datasheet,https://static.chipdip.ru/lib/029/DOC001029700.pdf,SN74LVC1T45DBV Texas Instruments,SOT-23-6,
