Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Direction,Voltage,Cap,Current,Power,Tmin,Tmax,Description,ComponentLink1Description,ComponentLink1URL,Component Note,gost BOM,TU,Note,
SMBJ90CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,90, , , ,-65,150,"SMBJ90CA, DO-214AA 90V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 90V","SMBJ90CA Littelfuse, Inc", , ,
SMBJ100CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,100, , , ,-65,150,"SMBJ100CA, DO-214AA 100V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 100V","SMBJ100CA Littelfuse, Inc", , ,
SMBJ110CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,110, , , ,-65,150,"SMBJ110CA, DO-214AA 110V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 110V","SMBJ110CA Littelfuse, Inc", , ,
SMBJ120CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,120, , , ,-65,150,"SMBJ120CA, DO-214AA 120V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 120V","SMBJ120CA Littelfuse, Inc", , ,
SMBJ130CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,130, , , ,-65,150,"SMBJ130CA, DO-214AA 130V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 130V","SMBJ130CA Littelfuse, Inc", , ,
SMBJ150CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,150, , , ,-65,150,"SMBJ150CA, DO-214AA 150V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 150V","SMBJ150CA Littelfuse, Inc", , ,
SMBJ160CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,160, , , ,-65,150,"SMBJ160CA, DO-214AA 160V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 160V","SMBJ160CA Littelfuse, Inc", , ,
SMBJ170CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,170, , , ,-65,150,"SMBJ170CA, DO-214AA 170V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 170V","SMBJ170CA Littelfuse, Inc", , ,
SMBJ180CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,180, , , ,-65,150,"SMBJ180CA, DO-214AA 180V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 180V","SMBJ180CA Littelfuse, Inc", , ,
SMBJ188CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,188, , , ,-65,150,"SMBJ188CA, DO-214AA 188V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 188V","SMBJ188CA Littelfuse, Inc", , ,
SMBJ200CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,200, , , ,-65,150,"SMBJ200CA, DO-214AA 200V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 200V","SMBJ200CA Littelfuse, Inc", , ,
SMBJ220CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,220, , , ,-65,150,"SMBJ220CA, DO-214AA 220V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 220V","SMBJ220CA Littelfuse, Inc", , ,
SMBJ250CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,250, , , ,-65,150,"SMBJ250CA, DO-214AA 250V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 250V","SMBJ250CA Littelfuse, Inc", , ,
SMBJ300CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,300, , , ,-65,150,"SMBJ300CA, DO-214AA 300V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 300V","SMBJ300CA Littelfuse, Inc", , ,
SMBJ350CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,350, , , ,-65,150,"SMBJ350CA, DO-214AA 350V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 350V","SMBJ350CA Littelfuse, Inc", , ,
SMBJ400CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,400, , , ,-65,150,"SMBJ400CA, DO-214AA 400V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 400V","SMBJ400CA Littelfuse, Inc", , ,
SMBJ440CA,"Littelfuse, Inc", ,TVS_single_bidirectional.SchLib,TVS_single_bidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Bidirectional,440, , , ,-65,150,"SMBJ440CA, DO-214AA 440V   BI-directional",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 440V","SMBJ440CA Littelfuse, Inc", , ,
