Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Direction,Voltage,Cap,Current,Power,Tmin,Tmax,Description,ComponentLink1Description,ComponentLink1URL,Component Note,gost BOM,TU,Note,
SMAJ5.0A,STMicroelectronics ,SMAJ5.0A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,5, , , ,-65,150,"SMAJ5.0A, DO-214AC 5V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 5V",SMAJ5.0A STMicroelectronics , , ,
SMAJ6.0A,STMicroelectronics ,SMAJ6.0A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,6, , , ,-65,150,"SMAJ6.0A, DO-214AC 6V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 6V",SMAJ6.0A STMicroelectronics , , ,
SMAJ6.5A,STMicroelectronics ,SMAJ6.5A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,"6,5", , , ,-65,150,"SMAJ6.5A, DO-214AC 6,5V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 6,5V",SMAJ6.5A STMicroelectronics , , ,
SMAJ7.0A,STMicroelectronics ,SMAJ7.0A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,7, , , ,-65,150,"SMAJ7.0A, DO-214AC 7V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 7V",SMAJ7.0A STMicroelectronics , , ,
SMAJ7.5A,STMicroelectronics ,SMAJ7.5A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,"7,5", , , ,-65,150,"SMAJ7.5A, DO-214AC 7,5V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 7,5V",SMAJ7.5A STMicroelectronics , , ,
SMAJ8.0A,STMicroelectronics ,SMAJ8.0A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,8, , , ,-65,150,"SMAJ8.0A, DO-214AC 8V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 8V",SMAJ8.0A STMicroelectronics , , ,
SMAJ8.5A,STMicroelectronics ,SMAJ8.5A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,"8,5", , , ,-65,150,"SMAJ8.5A, DO-214AC 8,5V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 8,5V",SMAJ8.5A STMicroelectronics , , ,
SMAJ9.0A,STMicroelectronics ,SMAJ9.0A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,9, , , ,-65,150,"SMAJ9.0A, DO-214AC 9V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 9V",SMAJ9.0A STMicroelectronics , , ,
SMAJ10A,STMicroelectronics ,SMAJ10A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,10, , , ,-65,150,"SMAJ10A, DO-214AC 10V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 10V",SMAJ10A STMicroelectronics , , ,
SMAJ11A,STMicroelectronics ,SMAJ11A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,11, , , ,-65,150,"SMAJ11A, DO-214AC 11V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 11V",SMAJ11A STMicroelectronics , , ,
SMAJ12A,STMicroelectronics ,SMAJ12A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,12, , , ,-65,150,"SMAJ12A, DO-214AC 12V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 12V",SMAJ12A STMicroelectronics , , ,
SMAJ13A,STMicroelectronics ,SMAJ13A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,13, , , ,-65,150,"SMAJ13A, DO-214AC 13V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 13V",SMAJ13A STMicroelectronics , , ,
SMAJ14A,STMicroelectronics ,SMAJ14A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,14, , , ,-65,150,"SMAJ14A, DO-214AC 14V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 14V",SMAJ14A STMicroelectronics , , ,
SMAJ15A,STMicroelectronics ,SMAJ15A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,15, , , ,-65,150,"SMAJ15A, DO-214AC 15V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 15V",SMAJ15A STMicroelectronics , , ,
SMAJ16A,STMicroelectronics ,SMAJ16A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,16, , , ,-65,150,"SMAJ16A, DO-214AC 16V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 16V",SMAJ16A STMicroelectronics , , ,
SMAJ17A,STMicroelectronics ,SMAJ17A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,17, , , ,-65,150,"SMAJ17A, DO-214AC 17V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 17V",SMAJ17A STMicroelectronics , , ,
SMAJ18A,STMicroelectronics ,SMAJ18A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,18, , , ,-65,150,"SMAJ18A, DO-214AC 18V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 18V",SMAJ18A STMicroelectronics , , ,
SMAJ20A,STMicroelectronics ,SMAJ20A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,20, , , ,-65,150,"SMAJ20A, DO-214AC 20V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 20V",SMAJ20A STMicroelectronics , , ,
SMAJ22A,STMicroelectronics ,SMAJ22A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,22, , , ,-65,150,"SMAJ22A, DO-214AC 22V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 22V",SMAJ22A STMicroelectronics , , ,
SMAJ24A,STMicroelectronics ,SMAJ24A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,24, , , ,-65,150,"SMAJ24A, DO-214AC 24V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 24V",SMAJ24A STMicroelectronics , , ,
SMAJ26A,STMicroelectronics ,SMAJ26A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,26, , , ,-65,150,"SMAJ26A, DO-214AC 26V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 26V",SMAJ26A STMicroelectronics , , ,
SMAJ28A,STMicroelectronics ,SMAJ28A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,28, , , ,-65,150,"SMAJ28A, DO-214AC 28V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 28V",SMAJ28A STMicroelectronics , , ,
SMAJ30A,STMicroelectronics ,SMAJ30A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,30, , , ,-65,150,"SMAJ30A, DO-214AC 30V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 30V",SMAJ30A STMicroelectronics , , ,
SMAJ33A,STMicroelectronics ,SMAJ33A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,33, , , ,-65,150,"SMAJ33A, DO-214AC 33V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 33V",SMAJ33A STMicroelectronics , , ,
SMAJ36A,STMicroelectronics ,SMAJ36A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,36, , , ,-65,150,"SMAJ36A, DO-214AC 36V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 36V",SMAJ36A STMicroelectronics , , ,
SMAJ40A,STMicroelectronics ,SMAJ40A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,40, , , ,-65,150,"SMAJ40A, DO-214AC 40V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 40V",SMAJ40A STMicroelectronics , , ,
SMAJ43A,STMicroelectronics ,SMAJ43A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,43, , , ,-65,150,"SMAJ43A, DO-214AC 43V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 43V",SMAJ43A STMicroelectronics , , ,
SMAJ45A,STMicroelectronics ,SMAJ45A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,45, , , ,-65,150,"SMAJ45A, DO-214AC 45V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 45V",SMAJ45A STMicroelectronics , , ,
SMAJ48A,STMicroelectronics ,SMAJ48A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,48, , , ,-65,150,"SMAJ48A, DO-214AC 48V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 48V",SMAJ48A STMicroelectronics , , ,
SMAJ51A,STMicroelectronics ,SMAJ51A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,51, , , ,-65,150,"SMAJ51A, DO-214AC 51V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 51V",SMAJ51A STMicroelectronics , , ,
SMAJ54A,STMicroelectronics ,SMAJ54A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,54, , , ,-65,150,"SMAJ54A, DO-214AC 54V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 54V",SMAJ54A STMicroelectronics , , ,
SMAJ58A,STMicroelectronics ,SMAJ58A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,58, , , ,-65,150,"SMAJ58A, DO-214AC 58V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 58V",SMAJ58A STMicroelectronics , , ,
SMAJ60A,STMicroelectronics ,SMAJ60A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,60, , , ,-65,150,"SMAJ60A, DO-214AC 60V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 60V",SMAJ60A STMicroelectronics , , ,
SMAJ64A,STMicroelectronics ,SMAJ64A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,64, , , ,-65,150,"SMAJ64A, DO-214AC 64V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 64V",SMAJ64A STMicroelectronics , , ,
SMAJ70A,STMicroelectronics ,SMAJ70A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,70, , , ,-65,150,"SMAJ70A, DO-214AC 70V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 70V",SMAJ70A STMicroelectronics , , ,
SMAJ75A,STMicroelectronics ,SMAJ75A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,75, , , ,-65,150,"SMAJ75A, DO-214AC 75V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 75V",SMAJ75A STMicroelectronics , , ,
SMAJ78A,STMicroelectronics ,SMAJ78A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,78, , , ,-65,150,"SMAJ78A, DO-214AC 78V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 78V",SMAJ78A STMicroelectronics , , ,
SMAJ85A,STMicroelectronics ,SMAJ85A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,85, , , ,-65,150,"SMAJ85A, DO-214AC 85V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 85V",SMAJ85A STMicroelectronics , , ,
SMAJ90A,STMicroelectronics ,SMAJ90A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,90, , , ,-65,150,"SMAJ90A, DO-214AC 90V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 90V",SMAJ90A STMicroelectronics , , ,
SMAJ100A,STMicroelectronics ,SMAJ100A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,100, , , ,-65,150,"SMAJ100A, DO-214AC 100V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 100V",SMAJ100A STMicroelectronics , , ,
SMAJ110A,STMicroelectronics ,SMAJ110A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,110, , , ,-65,150,"SMAJ110A, DO-214AC 110V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 110V",SMAJ110A STMicroelectronics , , ,
SMAJ120A,STMicroelectronics ,SMAJ120A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,120, , , ,-65,150,"SMAJ120A, DO-214AC 120V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 120V",SMAJ120A STMicroelectronics , , ,
SMAJ130A,STMicroelectronics ,SMAJ130A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,130, , , ,-65,150,"SMAJ130A, DO-214AC 130V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 130V",SMAJ130A STMicroelectronics , , ,
SMAJ150A,STMicroelectronics ,SMAJ150A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,150, , , ,-65,150,"SMAJ150A, DO-214AC 150V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 150V",SMAJ150A STMicroelectronics , , ,
SMAJ160A,STMicroelectronics ,SMAJ160A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,160, , , ,-65,150,"SMAJ160A, DO-214AC 160V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 160V",SMAJ160A STMicroelectronics , , ,
SMAJ170A,STMicroelectronics ,SMAJ170A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,170, , , ,-65,150,"SMAJ170A, DO-214AC 170V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 170V",SMAJ170A STMicroelectronics , , ,
SMAJ180A,STMicroelectronics ,SMAJ180A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,180, , , ,-65,150,"SMAJ180A, DO-214AC 180V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 180V",SMAJ180A STMicroelectronics , , ,
SMAJ200A,STMicroelectronics ,SMAJ200A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,200, , , ,-65,150,"SMAJ200A, DO-214AC 200V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 200V",SMAJ200A STMicroelectronics , , ,
SMAJ220A,STMicroelectronics ,SMAJ220A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,220, , , ,-65,150,"SMAJ220A, DO-214AC 220V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 220V",SMAJ220A STMicroelectronics , , ,
SMAJ250A,STMicroelectronics ,SMAJ250A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,250, , , ,-65,150,"SMAJ250A, DO-214AC 250V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 250V",SMAJ250A STMicroelectronics , , ,
SMAJ300A,STMicroelectronics ,SMAJ300A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,300, , , ,-65,150,"SMAJ300A, DO-214AC 300V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 300V",SMAJ300A STMicroelectronics , , ,
SMAJ350A,STMicroelectronics ,SMAJ350A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,350, , , ,-65,150,"SMAJ350A, DO-214AC 350V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 350V",SMAJ350A STMicroelectronics , , ,
SMAJ400A,STMicroelectronics ,SMAJ400A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,400, , , ,-65,150,"SMAJ400A, DO-214AC 400V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 400V",SMAJ400A STMicroelectronics , , ,
SMAJ440A,STMicroelectronics ,SMAJ440A-TR,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AC SMA.PCBLIB,ST DO214AC SMA,DO-214AC,Unidirectional,440, , , ,-65,150,"SMAJ440A, DO-214AC 440V   ",Datasheet,http://m.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,"DO-214AC, 440V",SMAJ440A STMicroelectronics , , ,
SMBJ5.0A,"Littelfuse, Inc", ,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Unidirectional,5, , , ,-65,150,"SMBJ5.0A, DO-214AA 5V   ",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 5V","SMBJ5.0A Littelfuse, Inc", , ,
SMBJ6.0A,"Littelfuse, Inc", ,TVS_single_unidirectional.SchLib,TVS_single_unidirectional,PCB - DIODES - ST DO214AA SMB.PCBLIB,ST DO214AA SMB,DO-214AA,Unidirectional,6, , , ,-65,150,"SMBJ6.0A, DO-214AA 6V   ",Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,"DO-214AA, 6V","SMBJ6.0A Littelfuse, Inc", , ,
