Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Interface,Protocol,Antenna,Distance,Power supplay,Tx current,Rx sense,Tx power,Freq,Tmin,Tmax,Description,ComponentLink1Description,ComponentLink1URL,Component Note,gost BOM,Note
E104-BT52,EBYTE,,E104-BT52.SchLib,E104-BT52,PCB - EByte - E104-BT52.PCBLIB,EByte - E104-BT52,SMD 14x10mm,UART,BLE5.0,PCB 50 ohm,"90m in open air @2,5dBm","3,6 V max",4 mA,-94 dBm,"-19,5..2,5 dBm",2402..2480 MHz,-40,85,"BLE5.0 low power SMD BLE to serial module",Datasheet,https://static.chipdip.ru/lib/821/DOC018821633.pdf,,E104-BT52 EBYTE,
